INDICATOR_CODE,DIAGNOSIS_GROUP_NUMBER,DIAGNOSIS_GROUP_DESCRIPTION,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,9,Cancer of stomach,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,12,*,3.7048
I00699,9,Cancer of stomach,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,93,9,19.2231
I00699,9,Cancer of stomach,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,22,10,7.7357
I00699,9,Cancer of stomach,RWJ,STOCKPORT NHS FOUNDATION TRUST,9,*,2.1575
I00699,9,Cancer of stomach,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,12,*,3.8019
I00699,9,Cancer of stomach,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,12,*,4.1886
I00699,9,Cancer of stomach,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,17,6,4.0948
I00699,9,Cancer of stomach,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,29,12,9.4851
I00699,9,Cancer of stomach,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,18,*,5.608
I00699,9,Cancer of stomach,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,168,15,21.4529
I00699,9,Cancer of stomach,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,14,*,4.0377
I00699,9,Cancer of stomach,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",22,8,7.6359
I00699,9,Cancer of stomach,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,6,*,2.0437
I00699,9,Cancer of stomach,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,61,10,10.463
I00699,9,Cancer of stomach,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,32,7,9.1014
I00699,9,Cancer of stomach,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,22,*,5.9275
I00699,9,Cancer of stomach,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,53,12,15.027
I00699,9,Cancer of stomach,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,118,20,18.9155
I00699,9,Cancer of stomach,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,70,11,12.9168
I00699,9,Cancer of stomach,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,330,32,33.5365
I00699,9,Cancer of stomach,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,97,10,9.265
I00699,9,Cancer of stomach,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,73,12,12.8077
I00699,9,Cancer of stomach,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,67,26,17.514
I00699,9,Cancer of stomach,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,100,14,13.7903
I00699,9,Cancer of stomach,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,23,11,7.8221
I00699,9,Cancer of stomach,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,90,19,17.0808
I00699,9,Cancer of stomach,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,59,9,9.5417
I00699,9,Cancer of stomach,RBK,WALSALL HEALTHCARE NHS TRUST,22,9,6.0606
I00699,9,Cancer of stomach,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,7,*,1.9595
I00699,9,Cancer of stomach,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,46,10,8.7332
I00699,9,Cancer of stomach,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,18,6,6.7535
I00699,9,Cancer of stomach,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,25,12,10.1093
I00699,9,Cancer of stomach,RA3,WESTON AREA HEALTH NHS TRUST,*,*,1.4054
I00699,9,Cancer of stomach,RKE,WHITTINGTON HEALTH NHS TRUST,18,*,5.7426
I00699,9,Cancer of stomach,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,17,*,4.2366
I00699,9,Cancer of stomach,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,41,11,14.1008
I00699,9,Cancer of stomach,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",26,11,9.2768
I00699,9,Cancer of stomach,RLQ,WYE VALLEY NHS TRUST,*,*,0.9081
I00699,9,Cancer of stomach,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,12,*,3.0163
I00699,9,Cancer of stomach,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,24,7,7.3951
I00699,10,Cancer of colon,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,143,15,12.8068
I00699,10,Cancer of colon,RCF,AIREDALE NHS FOUNDATION TRUST,85,9,8.6672
I00699,10,Cancer of colon,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,121,12,12.0525
I00699,10,Cancer of colon,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",210,31,28.6185
I00699,10,Cancer of colon,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,64,9,6.7598
I00699,10,Cancer of colon,R1H,BARTS HEALTH NHS TRUST,222,33,28.9627
I00699,10,Cancer of colon,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,137,13,11.84
I00699,10,Cancer of colon,RC1,BEDFORD HOSPITAL NHS TRUST,74,*,3.7555
I00699,10,Cancer of colon,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,101,14,10.4994
I00699,10,Cancer of colon,RMC,BOLTON NHS FOUNDATION TRUST,119,19,14.1908
I00699,10,Cancer of colon,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,134,13,14.0721
I00699,10,Cancer of colon,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,138,13,12.8689
I00699,10,Cancer of colon,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,155,23,16.6218
I00699,10,Cancer of colon,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,124,11,12.3426
I00699,10,Cancer of colon,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,247,28,31.273
I00699,10,Cancer of colon,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,134,16,14.0678
I00699,10,Cancer of colon,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,99,9,9.7114
I00699,10,Cancer of colon,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,156,25,22.6365
I00699,10,Cancer of colon,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,95,8,6.1807
I00699,10,Cancer of colon,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,230,23,26.6579
I00699,10,Cancer of colon,RJ6,CROYDON HEALTH SERVICES NHS TRUST,74,*,6.9149
I00699,10,Cancer of colon,RN7,DARTFORD AND GRAVESHAM NHS TRUST,135,15,12.3643
I00699,10,Cancer of colon,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,175,26,24.0059
I00699,10,Cancer of colon,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,88,7,7.3554
I00699,10,Cancer of colon,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,314,38,39.607
I00699,10,Cancer of colon,RJN,EAST CHESHIRE NHS TRUST,82,6,8.0022
I00699,10,Cancer of colon,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,314,34,30.1976
I00699,10,Cancer of colon,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,136,18,14.4293
I00699,10,Cancer of colon,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,309,29,33.5239
I00699,10,Cancer of colon,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,173,24,20.4798
I00699,10,Cancer of colon,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,134,16,16.5959
I00699,10,Cancer of colon,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,318,29,32.2287
I00699,10,Cancer of colon,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,114,8,8.5422
I00699,10,Cancer of colon,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,76,12,7.754
I00699,10,Cancer of colon,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,316,25,29.193
I00699,10,Cancer of colon,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,203,26,22.0343
I00699,10,Cancer of colon,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,259,16,26.3521
I00699,10,Cancer of colon,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,265,21,22.7627
I00699,10,Cancer of colon,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,90,7,6.9578
I00699,10,Cancer of colon,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,32,*,3.6095
I00699,10,Cancer of colon,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,236,29,22.8952
I00699,10,Cancer of colon,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,193,22,22.1962
I00699,10,Cancer of colon,R1F,ISLE OF WIGHT NHS TRUST,50,*,3.776
I00699,10,Cancer of colon,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,135,20,18.8417
I00699,10,Cancer of colon,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,97,10,8.1373
I00699,10,Cancer of colon,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,198,15,14.8402
I00699,10,Cancer of colon,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,109,7,5.2611
I00699,10,Cancer of colon,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,147,16,17.3709
I00699,10,Cancer of colon,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,271,17,25.611
I00699,10,Cancer of colon,RJ2,LEWISHAM AND GREENWICH NHS TRUST,167,20,16.5766
I00699,10,Cancer of colon,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,212,26,21.7092
I00699,10,Cancer of colon,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,106,8,9.469
I00699,10,Cancer of colon,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,180,12,17.1114
I00699,10,Cancer of colon,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,256,23,27.8904
I00699,10,Cancer of colon,RPA,MEDWAY NHS FOUNDATION TRUST,128,19,15.5607
I00699,10,Cancer of colon,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,115,11,11.5688
I00699,10,Cancer of colon,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,120,15,10.5943
I00699,10,Cancer of colon,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,229,22,31.2081
I00699,10,Cancer of colon,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,85,*,8.5516
I00699,10,Cancer of colon,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,247,34,28.5707
I00699,10,Cancer of colon,RVJ,NORTH BRISTOL NHS TRUST,142,10,13.4286
I00699,10,Cancer of colon,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,172,22,20.4014
I00699,10,Cancer of colon,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,110,24,18.303
I00699,10,Cancer of colon,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,252,19,20.008
I00699,10,Cancer of colon,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,186,12,16.0447
I00699,10,Cancer of colon,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,138,15,16.2063
I00699,10,Cancer of colon,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,158,9,11.4042
I00699,10,Cancer of colon,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,191,17,18.5605
I00699,10,Cancer of colon,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,227,39,28.716
I00699,10,Cancer of colon,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,194,31,21.2178
I00699,10,Cancer of colon,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,247,20,18.9577
I00699,10,Cancer of colon,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,250,19,23.8157
I00699,10,Cancer of colon,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,153,25,20.6652
I00699,10,Cancer of colon,RHU,PORTSMOUTH HOSPITALS NHS TRUST,213,21,24.7958
I00699,10,Cancer of colon,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,144,16,18.6789
I00699,10,Cancer of colon,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,201,21,23.9861
I00699,10,Cancer of colon,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,165,14,21.4699
I00699,10,Cancer of colon,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,183,19,20.3601
I00699,10,Cancer of colon,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,137,16,13.2343
I00699,10,Cancer of colon,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,248,12,12.9101
I00699,10,Cancer of colon,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,152,21,21.1951
I00699,10,Cancer of colon,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,78,7,10.272
I00699,10,Cancer of colon,RNZ,SALISBURY NHS FOUNDATION TRUST,100,9,11.4473
I00699,10,Cancer of colon,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,113,14,9.4613
I00699,10,Cancer of colon,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,276,34,31.031
I00699,10,Cancer of colon,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,114,15,10.757
I00699,10,Cancer of colon,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,245,28,28.8012
I00699,10,Cancer of colon,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,232,25,22.1891
I00699,10,Cancer of colon,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,80,16,7.9629
I00699,10,Cancer of colon,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,96,10,8.7534
I00699,10,Cancer of colon,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,166,20,16.9083
I00699,10,Cancer of colon,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,72,7,7.667
I00699,10,Cancer of colon,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,217,15,14.7094
I00699,10,Cancer of colon,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,125,7,11.0866
I00699,10,Cancer of colon,RWJ,STOCKPORT NHS FOUNDATION TRUST,114,8,11.8892
I00699,10,Cancer of colon,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,147,14,11.8555
I00699,10,Cancer of colon,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,85,13,10.9976
I00699,10,Cancer of colon,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,149,10,14.8169
I00699,10,Cancer of colon,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,124,14,18.009
I00699,10,Cancer of colon,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,72,6,6.9022
I00699,10,Cancer of colon,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,177,19,18.5215
I00699,10,Cancer of colon,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,110,16,10.6202
I00699,10,Cancer of colon,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",97,12,11.2126
I00699,10,Cancer of colon,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,84,*,7.0609
I00699,10,Cancer of colon,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,203,41,28.0712
I00699,10,Cancer of colon,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,171,22,18.1204
I00699,10,Cancer of colon,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,115,10,9.4776
I00699,10,Cancer of colon,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,332,27,32.8447
I00699,10,Cancer of colon,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,103,9,8.296
I00699,10,Cancer of colon,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,217,37,29.5821
I00699,10,Cancer of colon,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2181,38,66.255
I00699,10,Cancer of colon,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,122,14,11.378
I00699,10,Cancer of colon,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,198,19,19.6708
I00699,10,Cancer of colon,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,351,53,47.5083
I00699,10,Cancer of colon,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,327,26,30.0638
I00699,10,Cancer of colon,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,155,13,16.5937
I00699,10,Cancer of colon,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,233,24,25.1768
I00699,10,Cancer of colon,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,162,17,17.2673
I00699,10,Cancer of colon,RBK,WALSALL HEALTHCARE NHS TRUST,74,11,7.9987
I00699,10,Cancer of colon,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,93,13,9.1651
I00699,10,Cancer of colon,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,129,12,15.2063
I00699,10,Cancer of colon,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,111,14,15.0582
I00699,10,Cancer of colon,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,219,27,29.1905
I00699,10,Cancer of colon,RA3,WESTON AREA HEALTH NHS TRUST,52,*,7.3227
I00699,10,Cancer of colon,RKE,WHITTINGTON HEALTH NHS TRUST,56,7,6.1059
I00699,10,Cancer of colon,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,152,12,15.1341
I00699,10,Cancer of colon,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,276,25,29.1632
I00699,10,Cancer of colon,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",125,19,14.2531
I00699,10,Cancer of colon,RLQ,WYE VALLEY NHS TRUST,76,6,6.0798
I00699,10,Cancer of colon,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,92,8,11.1235
I00699,10,Cancer of colon,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,249,33,31.3646
I00699,11,Cancer of rectum and anus,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,99,18,10.7926
I00699,11,Cancer of rectum and anus,RCF,AIREDALE NHS FOUNDATION TRUST,60,6,5.4556
I00699,11,Cancer of rectum and anus,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,61,*,3.6415
I00699,11,Cancer of rectum and anus,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",136,9,17.7937
I00699,11,Cancer of rectum and anus,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,68,6,6.633
I00699,11,Cancer of rectum and anus,R1H,BARTS HEALTH NHS TRUST,154,15,15.9295
I00699,11,Cancer of rectum and anus,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,86,12,8.4997
I00699,11,Cancer of rectum and anus,RC1,BEDFORD HOSPITAL NHS TRUST,43,*,3.3927
I00699,11,Cancer of rectum and anus,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,76,6,5.3396
I00699,11,Cancer of rectum and anus,RMC,BOLTON NHS FOUNDATION TRUST,67,*,6.0249
I00699,11,Cancer of rectum and anus,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,80,*,7.6866
I00699,11,Cancer of rectum and anus,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,91,6,7.6478
I00699,11,Cancer of rectum and anus,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,80,8,7.2839
I00699,11,Cancer of rectum and anus,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,89,10,9.0469
I00699,11,Cancer of rectum and anus,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,137,*,11.0857
I00699,11,Cancer of rectum and anus,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,78,6,5.8026
I00699,11,Cancer of rectum and anus,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,80,*,6.9349
I00699,11,Cancer of rectum and anus,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,70,7,11.2897
I00699,11,Cancer of rectum and anus,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,60,*,6.0851
I00699,11,Cancer of rectum and anus,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,145,13,13.4972
I00699,11,Cancer of rectum and anus,RJ6,CROYDON HEALTH SERVICES NHS TRUST,56,*,4.4166
I00699,11,Cancer of rectum and anus,RN7,DARTFORD AND GRAVESHAM NHS TRUST,90,12,9.4713
I00699,11,Cancer of rectum and anus,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,119,17,11.6941
I00699,11,Cancer of rectum and anus,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,33,*,3.2901
I00699,11,Cancer of rectum and anus,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,186,17,17.4735
I00699,11,Cancer of rectum and anus,RJN,EAST CHESHIRE NHS TRUST,30,*,1.168
I00699,11,Cancer of rectum and anus,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,174,16,16.0844
I00699,11,Cancer of rectum and anus,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,83,*,6.0548
I00699,11,Cancer of rectum and anus,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,180,13,17.4095
I00699,11,Cancer of rectum and anus,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,106,9,9.1603
I00699,11,Cancer of rectum and anus,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,70,*,3.0702
I00699,11,Cancer of rectum and anus,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,141,10,11.0141
I00699,11,Cancer of rectum and anus,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,69,*,5.2008
I00699,11,Cancer of rectum and anus,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,38,7,3.8457
I00699,11,Cancer of rectum and anus,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,157,12,8.8714
I00699,11,Cancer of rectum and anus,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,104,11,9.0496
I00699,11,Cancer of rectum and anus,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,240,7,23.7427
I00699,11,Cancer of rectum and anus,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,121,13,10.8526
I00699,11,Cancer of rectum and anus,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,47,*,4.0732
I00699,11,Cancer of rectum and anus,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,27,*,1.7713
I00699,11,Cancer of rectum and anus,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,210,17,11.1761
I00699,11,Cancer of rectum and anus,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,130,13,13.9973
I00699,11,Cancer of rectum and anus,R1F,ISLE OF WIGHT NHS TRUST,32,*,1.1926
I00699,11,Cancer of rectum and anus,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,77,9,5.9415
I00699,11,Cancer of rectum and anus,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,52,*,2.8753
I00699,11,Cancer of rectum and anus,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,163,*,9.1334
I00699,11,Cancer of rectum and anus,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,38,*,2.6436
I00699,11,Cancer of rectum and anus,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,124,*,5.0717
I00699,11,Cancer of rectum and anus,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,255,19,17.2014
I00699,11,Cancer of rectum and anus,RJ2,LEWISHAM AND GREENWICH NHS TRUST,77,10,9.8213
I00699,11,Cancer of rectum and anus,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,215,15,11.2511
I00699,11,Cancer of rectum and anus,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,84,8,4.8641
I00699,11,Cancer of rectum and anus,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,130,14,11.4903
I00699,11,Cancer of rectum and anus,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,174,9,12.8207
I00699,11,Cancer of rectum and anus,RPA,MEDWAY NHS FOUNDATION TRUST,98,17,10.9458
I00699,11,Cancer of rectum and anus,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,65,*,4.9284
I00699,11,Cancer of rectum and anus,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,56,7,3.6661
I00699,11,Cancer of rectum and anus,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,126,7,11.7931
I00699,11,Cancer of rectum and anus,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,59,*,4.0689
I00699,11,Cancer of rectum and anus,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,148,8,10.6014
I00699,11,Cancer of rectum and anus,RVJ,NORTH BRISTOL NHS TRUST,114,8,8.9607
